EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE
10063632,MISSOURI,1952,March,Tornado,C,PEMISCOT,100,0,17,0,2.5M,0,F4
10063633,MISSOURI,1952,May,Tornado,C,GENTRY,0,0,0,0,.25K,0,F1
10063627,MISSOURI,1952,February,Tornado,C,PEMISCOT,0,0,0,0,2.5K,0,F2
10063628,MISSOURI,1952,February,Tornado,C,PEMISCOT,0,0,0,0,0K,0,F2
10017018,IOWA,1952,May,Tornado,C,BUTLER,0,0,0,0,0K,0,F2
10017019,IOWA,1952,May,Tornado,C,WORTH,0,0,0,0,0K,0,F1
10017020,IOWA,1952,June,Tornado,C,GRUNDY,2,0,1,0,200K,0,F2
10017021,IOWA,1952,June,Tornado,C,CHEROKEE,4,0,0,0,2.5M,0,F4
10017022,IOWA,1952,July,Tornado,C,LYON,0,0,0,0,0K,0,F1
10017023,IOWA,1952,November,Tornado,C,MUSCATINE,0,0,0,0,0K,0,F0
10110749,SOUTH DAKOTA,1952,June,Tornado,C,SANBORN,0,0,0,0,.03K,0,F0
10110750,SOUTH DAKOTA,1952,June,Tornado,C,HAAKON,0,0,0,0,.03K,0,F0
10110751,SOUTH DAKOTA,1952,June,Tornado,C,FAULK,0,0,0,0,25K,0,
10110752,SOUTH DAKOTA,1952,June,Tornado,C,GREGORY,0,0,0,0,0K,0,F0
10110753,SOUTH DAKOTA,1952,June,Tornado,C,HUTCHINSON,0,0,0,0,25K,0,F1
10086814,OHIO,1952,April,Tornado,C,TUSCARAWAS,4,0,0,0,250K,0,F1
10098429,OKLAHOMA,1952,July,Tornado,C,KINGFISHER,0,0,0,0,.25K,0,F1
10004036,INDIANA,1952,May,Tornado,C,MARION,0,0,0,0,250K,0,F1
10004037,INDIANA,1952,December,Tornado,C,PERRY,0,0,0,0,250K,0,F3
9991336,COLORADO,1952,May,Tornado,C,KIT CARSON,1,0,0,0,25K,0,F2
9991337,COLORADO,1952,May,Tornado,C,WELD,5,0,0,0,25K,0,F3
9991338,COLORADO,1952,June,Tornado,C,WASHINGTON,0,0,0,0,250K,0,F2
10117455,SOUTH CAROLINA,1952,May,Tornado,C,GREENVILLE,0,0,0,0,.03K,0,F3
10117456,SOUTH CAROLINA,1952,May,Tornado,C,SPARTANBURG,4,0,2,0,.03K,0,F3
10117457,SOUTH CAROLINA,1952,June,Tornado,C,BARNWELL,0,0,0,0,250K,0,F1
10121792,TEXAS,1952,June,Tornado,C,GRAYSON,0,0,0,0,.03K,0,F1
10052056,MINNESOTA,1952,June,Tornado,C,SWIFT,0,0,0,0,2.5M,0,F2
9983037,ARKANSAS,1952,November,Tornado,C,SCOTT,2,0,0,0,25K,0,F2
10162816,WYOMING,1952,May,Tornado,C,NIOBRARA,0,0,0,0,.03K,0,F1
10075517,NORTH CAROLINA,1952,November,Tornado,C,GRANVILLE,1,0,0,0,250K,0,F2
10153066,VIRGINIA,1952,August,Tornado,C,FAIRFAX,0,0,0,0,25K,0,F1
10146814,WISCONSIN,1952,June,Tornado,C,POLK,6,0,2,0,2.5M,0,F3
10025359,KANSAS,1952,May,Tornado,C,JOHNSON,1,0,0,0,250K,0,F4
10025360,KANSAS,1952,June,Tornado,C,SUMNER,0,0,0,0,25K,0,F2
10025361,KANSAS,1952,June,Tornado,C,LEAVENWORTH,0,0,0,0,25K,0,F2
10025362,KANSAS,1952,June,Tornado,C,PHILLIPS,0,0,0,0,25K,0,F2
10025363,KANSAS,1952,June,Tornado,C,NORTON,0,0,0,0,2.5K,0,F2
10025364,KANSAS,1952,July,Tornado,C,DECATUR,0,0,0,0,0K,0,F1
10025365,KANSAS,1952,July,Tornado,C,CHEYENNE,0,0,0,0,0K,0,
10025366,KANSAS,1952,July,Tornado,C,SHERMAN,0,0,0,0,2.5K,0,F2
10025367,KANSAS,1952,August,Tornado,C,RUSSELL,0,0,0,0,0K,0,F3
10025368,KANSAS,1952,August,Tornado,C,EDWARDS,0,0,0,0,0K,0,F1
10025369,KANSAS,1952,August,Tornado,C,DICKINSON,0,0,0,0,25K,0,F2
10025370,KANSAS,1952,November,Tornado,C,NEMAHA,0,0,0,0,0K,0,F1
10001437,GEORGIA,1952,January,Tornado,C,MITCHELL,0,0,0,0,250K,0,F2
10001438,GEORGIA,1952,January,Tornado,C,COLQUITT,8,0,0,0,250K,0,F2
10001439,GEORGIA,1952,January,Tornado,C,MONROE,0,0,0,0,25K,0,F1
10126037,TENNESSEE,1952,February,Tornado,C,MARSHALL,166,0,3,0,25K,0,F1
10126038,TENNESSEE,1952,February,Tornado,C,LINCOLN,150,0,2,0,2.5M,0,F4
10126039,TENNESSEE,1952,February,Tornado,C,WARREN,0,0,0,0,25K,0,F2
10126040,TENNESSEE,1952,February,Tornado,C,MCMINN,0,0,0,0,250K,0,F2
10126041,TENNESSEE,1952,March,Tornado,C,DYER,10,0,2,0,250K,0,F4
10126042,TENNESSEE,1952,March,Tornado,C,DYER,30,0,10,0,250K,0,F3
10126043,TENNESSEE,1952,March,Tornado,C,DYER,5,0,4,0,250K,0,F4
10126030,TENNESSEE,1952,February,Tornado,C,BENTON,0,0,0,0,25K,0,F2
10126031,TENNESSEE,1952,February,Tornado,C,DAVIDSON,0,0,0,0,25K,0,F1
10126032,TENNESSEE,1952,February,Tornado,C,LINCOLN,0,0,0,0,0K,0,F1
10126033,TENNESSEE,1952,February,Tornado,C,LINCOLN,2,0,0,0,250K,0,F3
10126034,TENNESSEE,1952,February,Tornado,C,MOORE,9,0,0,0,250K,0,F4
10126035,TENNESSEE,1952,February,Tornado,C,FRANKLIN,35,0,3,0,250K,0,F4
10126036,TENNESSEE,1952,February,Tornado,C,GRUNDY,2,0,0,0,250K,0,F3
10001440,GEORGIA,1952,January,Tornado,C,DOUGHERTY,1,0,0,0,25K,0,F1
10001441,GEORGIA,1952,January,Tornado,C,WORTH,0,0,0,0,25K,0,F2
10001442,GEORGIA,1952,January,Tornado,C,TIFT,2,0,0,0,250K,0,F1
10001443,GEORGIA,1952,January,Tornado,C,EMANUEL,1,0,0,0,2.5K,0,F1
10001444,GEORGIA,1952,February,Tornado,C,FRANKLIN,0,0,0,0,25K,0,F2
10001445,GEORGIA,1952,February,Tornado,C,BANKS,3,0,0,0,250K,0,F2
10001446,GEORGIA,1952,February,Tornado,C,JACKSON,5,0,0,0,25K,0,F2
10001447,GEORGIA,1952,March,Tornado,C,BIBB,4,0,0,0,250K,0,F3
10001448,GEORGIA,1952,March,Tornado,C,LEE,0,0,0,0,25K,0,F1
10001449,GEORGIA,1952,May,Tornado,C,BERRIEN,10,0,0,0,2.5M,0,F3
10032661,LOUISIANA,1952,February,Tornado,C,CADDO,0,0,0,0,25K,0,F0
10032662,LOUISIANA,1952,February,Tornado,C,CADDO,5,0,0,0,25K,0,F2
10032663,LOUISIANA,1952,March,Tornado,C,DE SOTO,0,0,0,0,250K,0,F3
10032664,LOUISIANA,1952,April,Tornado,C,CLAIBORNE,0,0,0,0,25K,0,F1
10032665,LOUISIANA,1952,April,Tornado,C,JEFFERSON DAVIS,10,0,0,0,250K,0,F3
10032666,LOUISIANA,1952,April,Tornado,C,ACADIA,0,0,0,0,250K,0,F3
10032667,LOUISIANA,1952,April,Tornado,C,ST. LANDRY,33,0,4,0,250K,0,F2
10032668,LOUISIANA,1952,April,Tornado,C,ST. MARY,3,0,0,0,2.5M,0,F2
10032669,LOUISIANA,1952,April,Tornado,C,ST. MARTIN,0,0,0,0,250K,0,F2
10032670,LOUISIANA,1952,April,Tornado,C,TANGIPAHOA,0,0,0,0,2.5K,0,F0
10032671,LOUISIANA,1952,May,Tornado,C,TERREBONNE,0,0,0,0,25K,0,F0
9991450,FLORIDA,1952,April,Tornado,C,BAY,1,0,0,0,2.5K,0,F1
9991451,FLORIDA,1952,May,Tornado,C,HERNANDO,1,0,0,0,2.5K,0,F0
9991452,FLORIDA,1952,May,Tornado,C,PINELLAS,0,0,0,0,2.5K,0,F2
9991453,FLORIDA,1952,June,Tornado,C,PINELLAS,0,0,0,0,2.5K,0,F1
9991455,FLORIDA,1952,August,Tornado,C,PALM BEACH,0,0,0,0,2.5K,0,F1
9991239,FLORIDA,1952,February,Tornado,C,PALM BEACH,0,0,0,0,2.5K,0,F1
10025350,KANSAS,1952,April,Tornado,C,EDWARDS,0,0,0,0,.25K,0,F1
10025351,KANSAS,1952,April,Tornado,C,RILEY,0,0,0,0,0K,0,
10025352,KANSAS,1952,April,Tornado,C,MEADE,0,0,0,0,0K,0,F0
10025353,KANSAS,1952,April,Tornado,C,STAFFORD,0,0,0,0,0K,0,F0
10025354,KANSAS,1952,April,Tornado,C,FORD,0,0,0,0,0K,0,F0
10025355,KANSAS,1952,May,Tornado,C,OSBORNE,0,0,0,0,0K,0,
10025356,KANSAS,1952,May,Tornado,C,REPUBLIC,0,0,0,0,25K,0,F2
10153065,VIRGINIA,1952,April,Tornado,C,ROCKINGHAM,0,0,0,0,250K,0,F2
10025357,KANSAS,1952,May,Tornado,C,DOUGLAS,2,0,0,0,250K,0,F4
10025358,KANSAS,1952,May,Tornado,C,LEAVENWORTH,0,0,0,0,250K,0,F4
10153064,VIRGINIA,1952,April,Tornado,C,AUGUSTA,2,0,0,0,25K,0,F2
10009726,ILLINOIS,1952,March,Tornado,C,GREENE,1,0,0,0,25K,0,F1
10009727,ILLINOIS,1952,March,Tornado,C,RANDOLPH,0,0,0,0,250K,0,F2
10009728,ILLINOIS,1952,May,Tornado,C,ST. CLAIR,0,0,0,0,25K,0,F1
10009729,ILLINOIS,1952,July,Tornado,C,MERCER,0,0,0,0,2.5K,0,F1
10126257,TENNESSEE,1952,March,Tornado,C,FAYETTE,50,0,7,0,250K,0,F4
10126258,TENNESSEE,1952,March,Tornado,C,GIBSON,2,0,2,0,25K,0,F2
10126259,TENNESSEE,1952,March,Tornado,C,CARROLL,3,0,0,0,250K,0,F3
10126260,TENNESSEE,1952,March,Tornado,C,CARROLL,8,0,1,0,250K,0,F2
10126261,TENNESSEE,1952,March,Tornado,C,CARROLL,19,0,0,0,250K,0,F3
10126262,TENNESSEE,1952,March,Tornado,C,HARDEMAN,14,0,4,0,2.5M,0,F4
10126263,TENNESSEE,1952,March,Tornado,C,HUMPHREYS,0,0,0,0,25K,0,F2
10126264,TENNESSEE,1952,March,Tornado,C,CHESTER,100,0,23,0,2.5M,0,F4
10126265,TENNESSEE,1952,March,Tornado,C,HICKMAN,10,0,3,0,25K,0,F2
10126266,TENNESSEE,1952,March,Tornado,C,HENDERSON,43,0,11,0,2.5M,0,F4
10126267,TENNESSEE,1952,March,Tornado,C,SMITH,1,0,0,0,25K,0,F1
10126268,TENNESSEE,1952,June,Tornado,C,DAVIDSON,0,0,0,0,2.5K,0,F1
